track_id,time,lon,lat,value,near_front
92,2015-03-23 21:00:00,231.0,44.0,3.459791,True
92,2015-03-24 00:00:00,233.0,44.5,3.393739,True
93,2015-03-25 06:00:00,213.25,34.75,1.698369,True
93,2015-03-25 12:00:00,216.5,37.0,1.960361,True
93,2015-03-25 15:00:00,218.25,38.25,2.343717,True
93,2015-03-25 18:00:00,220.25,40.5,2.930596,True
93,2015-03-25 21:00:00,222.25,42.25,2.472618,True
93,2015-03-26 00:00:00,224.25,44.25,2.208501,True
93,2015-03-26 03:00:00,226.25,45.75,1.777153,True
94,2015-03-25 18:00:00,217.0,35.0,2.029075,True
94,2015-03-25 21:00:00,218.0,35.0,1.965978,True
94,2015-03-26 00:00:00,221.0,37.75,2.208501,True
94,2015-03-26 03:00:00,218.75,33.75,2.034198,True
94,2015-03-26 06:00:00,218.25,32.25,2.414207,True
94,2015-03-26 09:00:00,219.25,32.0,2.515124,True
94,2015-03-26 12:00:00,220.75,33.0,2.076966,True
94,2015-03-26 15:00:00,223.0,36.25,2.03868,True
95,2015-03-29 03:00:00,214.25,38.75,1.604771,True
95,2015-03-29 06:00:00,213.25,38.5,1.65253,True
95,2015-03-29 09:00:00,214.0,39.25,1.732624,True
95,2015-03-29 12:00:00,213.0,37.75,2.276967,True
95,2015-03-29 15:00:00,216.75,40.75,2.667773,True
95,2015-03-29 18:00:00,219.25,42.25,3.224239,True
95,2015-03-29 21:00:00,221.25,43.75,2.924469,True
95,2015-03-30 00:00:00,224.0,46.0,2.915782,True
95,2015-03-30 03:00:00,225.5,47.75,2.95577,True
95,2015-03-30 06:00:00,226.0,48.75,3.796638,True
95,2015-03-30 09:00:00,226.75,50.25,4.131201,True
95,2015-03-30 12:00:00,227.0,51.75,4.567351,True
96,2015-03-30 12:00:00,226.0,39.75,1.654174,True
96,2015-03-30 15:00:00,227.5,40.25,1.869164,True
96,2015-03-30 18:00:00,230.0,42.5,2.308792,True
96,2015-03-31 00:00:00,233.25,45.25,3.51292,True
