2015	3	12	4	3
	178	80	234.500000	30.000000	1.040316e+00
	178	81	234.500000	30.250000	1.040316e+00
	90	155	212.500000	48.750000	2.500630e+00
	121	177	220.250000	54.250000	3.789581e+00
