2015	1	28	4	12
	129	107	222.250000	36.750000	8.764910e-01
	164	131	231.000000	42.750000	2.467190e+00
	60	162	205.000000	50.500000	1.524691e+00
	120	166	220.000000	51.500000	2.921675e+00
