2015	6	24	15	18
	816	440	204.000000	20.000000	2.136743e+01
	952	502	238.000000	35.500000	1.636730e+01
	950	505	237.500000	36.250000	1.460185e+01
	676	511	169.000000	37.750000	1.573897e+01
	947	511	236.750000	37.750000	2.190121e+01
	686	514	171.500000	38.500000	1.783061e+01
	945	514	236.250000	38.500000	2.427340e+01
	945	519	236.250000	39.750000	2.742414e+01
	944	524	236.000000	41.000000	2.607932e+01
	943	528	235.750000	42.000000	1.795215e+01
	661	530	165.250000	42.500000	1.946325e+01
	873	546	218.250000	46.500000	2.374493e+01
	913	569	228.250000	52.250000	1.640454e+01
	869	572	217.250000	53.000000	1.549454e+01
	866	579	216.500000	54.750000	2.281044e+01
