2015	7	31	14	3
	869	426	217.250000	16.500000	1.690369e+01
	816	440	204.000000	20.000000	3.104501e+01
	990	467	247.500000	26.750000	2.149716e+01
	980	482	245.000000	30.500000	1.633439e+01
	961	503	240.250000	35.750000	1.621488e+01
	950	516	237.500000	39.000000	1.897817e+01
	718	526	179.500000	41.500000	1.720070e+01
	676	528	169.000000	42.000000	1.859889e+01
	719	528	179.750000	42.000000	1.573983e+01
	951	544	237.750000	46.000000	1.722630e+01
	703	553	175.750000	48.250000	1.944042e+01
	916	579	229.000000	54.750000	7.559733e+00
	910	583	227.500000	55.750000	2.219185e+01
	902	586	225.500000	56.500000	3.411259e+01
