2015	5	29	15	15
	821	486	205.250000	31.500000	1.601446e+01
	897	492	224.250000	33.000000	2.021177e+01
	832	515	208.000000	38.750000	1.701460e+01
	968	547	242.000000	46.750000	1.507565e+01
	931	559	232.750000	49.750000	2.478240e+01
	776	582	194.000000	55.500000	1.499812e+01
	702	585	175.500000	56.250000	1.634014e+01
	804	585	201.000000	56.250000	2.678046e+01
	773	586	193.250000	56.500000	1.691993e+01
	803	587	200.750000	56.750000	2.609972e+01
	772	588	193.000000	57.000000	1.494340e+01
	693	591	173.250000	57.750000	1.791812e+01
	715	591	178.750000	57.750000	3.636361e+01
	824	594	206.000000	58.500000	1.512152e+01
	684	597	171.000000	59.250000	2.772548e+01
