2015	7	9	15	21
	812	438	203.000000	19.500000	1.564923e+01
	815	440	203.750000	20.000000	2.274310e+01
	817	441	204.250000	20.250000	1.698066e+01
	852	446	213.000000	21.500000	5.681000e+01
	859	449	214.750000	22.250000	2.912611e+01
	992	467	248.000000	26.750000	1.565218e+01
	981	483	245.250000	30.750000	2.602946e+01
	985	485	246.250000	31.250000	1.591754e+01
	968	502	242.000000	35.500000	1.512238e+01
	779	536	194.750000	44.000000	1.837549e+01
	775	539	193.750000	44.750000	2.314091e+01
	766	543	191.500000	45.750000	1.676245e+01
	751	548	187.750000	47.000000	2.371931e+01
	747	551	186.750000	47.750000	2.338537e+01
	931	565	232.750000	51.250000	1.917077e+01
