2015	7	31	15	0
	872	426	218.000000	16.500000	1.735444e+01
	816	440	204.000000	20.000000	3.283817e+01
	765	446	191.250000	21.500000	1.533883e+01
	979	482	244.750000	30.500000	1.724577e+01
	713	522	178.250000	40.500000	1.979410e+01
	714	524	178.500000	41.000000	2.018766e+01
	715	526	178.750000	41.500000	1.961021e+01
	716	528	179.000000	42.000000	1.827201e+01
	717	530	179.250000	42.500000	1.761913e+01
	701	554	175.250000	48.500000	2.028274e+01
	894	581	223.500000	55.250000	2.025124e+01
	901	583	225.250000	55.750000	1.907626e+01
	905	584	226.250000	56.000000	1.822091e+01
	902	586	225.500000	56.500000	1.519185e+01
	892	587	223.000000	56.750000	1.508688e+01
