2015	7	30	12	18
	878	427	219.500000	16.750000	2.029675e+01
	816	440	204.000000	20.000000	2.872124e+01
	770	446	192.500000	21.500000	3.628246e+01
	963	487	240.750000	31.750000	1.690883e+01
	958	491	239.500000	32.750000	1.575993e+01
	707	521	176.750000	40.250000	1.845905e+01
	668	523	167.000000	40.750000	2.000903e+01
	711	526	177.750000	41.500000	1.514958e+01
	670	528	167.500000	42.000000	2.002422e+01
	700	556	175.000000	49.000000	2.267451e+01
	905	582	226.250000	55.500000	1.683852e+01
	900	584	225.000000	56.000000	1.596130e+01
