2015	6	22	13	18
	815	440	203.750000	20.000000	2.826934e+01
	977	482	244.250000	30.500000	1.609291e+01
	707	508	176.750000	37.000000	1.560227e+01
	946	515	236.500000	38.750000	1.672589e+01
	944	519	236.000000	39.750000	1.832853e+01
	730	523	182.500000	40.750000	1.792276e+01
	733	524	183.250000	41.000000	1.771807e+01
	742	525	185.500000	41.250000	2.125375e+01
	835	533	208.750000	43.250000	2.356242e+01
	824	550	206.000000	47.500000	1.522826e+01
	946	555	236.500000	48.750000	1.708956e+01
	824	560	206.000000	50.000000	1.661085e+01
	821	561	205.250000	50.250000	1.664010e+01
