2015	8	13	14	21
	821	426	205.250000	16.500000	2.162368e+01
	883	438	220.750000	19.500000	1.595734e+01
	816	440	204.000000	20.000000	2.713966e+01
	884	448	221.000000	22.000000	1.729701e+01
	698	513	174.500000	38.250000	4.765865e+01
	721	513	180.250000	38.250000	1.826168e+01
	696	516	174.000000	39.000000	3.378185e+01
	726	516	181.500000	39.000000	3.768658e+01
	692	520	173.000000	40.000000	2.230561e+01
	793	547	198.250000	46.750000	1.649098e+01
	722	555	180.500000	48.750000	2.022027e+01
	726	558	181.500000	49.500000	2.295064e+01
	847	564	211.750000	51.000000	2.073301e+01
	716	568	179.000000	52.000000	1.643049e+01
