2015	8	13	15	18
	824	426	206.000000	16.500000	2.336185e+01
	885	436	221.250000	19.000000	1.563278e+01
	816	440	204.000000	20.000000	2.556209e+01
	885	445	221.250000	21.250000	1.502410e+01
	717	511	179.250000	37.750000	1.569202e+01
	694	513	173.500000	38.250000	3.948273e+01
	722	513	180.500000	38.250000	3.352742e+01
	688	517	172.000000	39.250000	1.539256e+01
	788	544	197.000000	46.000000	1.641343e+01
	796	548	199.000000	47.000000	1.392808e+01
	713	552	178.250000	48.000000	1.475130e+01
	716	554	179.000000	48.500000	1.711430e+01
	721	557	180.250000	49.250000	2.076112e+01
	842	563	210.500000	50.750000	2.468143e+01
	755	568	188.750000	52.000000	1.855007e+01
