2015	7	29	13	18
	902	427	225.500000	16.750000	2.889897e+01
	816	440	204.000000	20.000000	2.659760e+01
	850	491	212.500000	32.750000	1.689012e+01
	936	522	234.000000	40.500000	1.820548e+01
	952	522	238.000000	40.500000	1.571699e+01
	939	526	234.750000	41.500000	1.604630e+01
	941	528	235.250000	42.000000	1.916332e+01
	684	558	171.000000	49.500000	2.048673e+01
	710	560	177.500000	50.000000	1.802754e+01
	703	563	175.750000	50.750000	1.362102e+01
	674	564	168.500000	51.000000	1.527474e+01
	893	595	223.250000	58.750000	2.022740e+01
	897	596	224.250000	59.000000	8.671811e+00
