2015	7	12	15	0
	946	432	236.500000	18.000000	1.756115e+01
	947	434	236.750000	18.500000	1.868625e+01
	948	437	237.000000	19.250000	2.069344e+01
	952	440	238.000000	20.000000	1.158748e+01
	992	466	248.000000	26.500000	1.899441e+01
	987	473	246.750000	28.250000	1.759436e+01
	980	482	245.000000	30.500000	2.405918e+01
	697	520	174.250000	40.000000	4.080775e+01
	987	534	246.750000	43.500000	1.600962e+01
	960	552	240.000000	48.000000	1.523446e+01
	938	560	234.500000	50.000000	1.570818e+01
	778	579	194.500000	54.750000	1.509204e+01
	787	582	196.750000	55.500000	1.715299e+01
	803	586	200.750000	56.500000	1.515941e+01
	854	597	213.500000	59.250000	1.500551e+01
