2015	5	10	15	18
	812	438	203.000000	19.500000	1.736027e+01
	815	439	203.750000	19.750000	3.017906e+01
	730	499	182.500000	34.750000	1.854341e+01
	733	501	183.250000	35.250000	1.724487e+01
	946	514	236.500000	38.500000	1.713697e+01
	945	517	236.250000	39.250000	1.972949e+01
	944	519	236.000000	39.750000	2.508633e+01
	944	527	236.000000	41.750000	1.675614e+01
	943	529	235.750000	42.250000	1.576923e+01
	999	529	249.750000	42.250000	1.560552e+01
	785	569	196.250000	52.250000	2.742055e+01
	775	578	193.750000	54.500000	1.696479e+01
	773	581	193.250000	55.250000	1.459085e+01
	801	587	200.250000	56.750000	2.307291e+01
	846	587	211.500000	56.750000	1.884232e+01
