2015	7	12	14	3
	944	435	236.000000	18.750000	1.611542e+01
	945	437	236.250000	19.250000	1.483189e+01
	947	439	236.750000	19.750000	1.699877e+01
	993	466	248.250000	26.500000	1.689860e+01
	981	482	245.250000	30.500000	1.987648e+01
	974	500	243.500000	35.000000	1.895308e+01
	960	510	240.000000	37.500000	1.837046e+01
	950	520	237.500000	40.000000	1.990592e+01
	704	522	176.000000	40.500000	2.823858e+01
	710	523	177.500000	40.750000	4.215799e+01
	964	547	241.000000	46.750000	1.944004e+01
	949	552	237.250000	48.000000	1.650649e+01
	803	585	200.750000	56.250000	1.765330e+01
	997	593	249.250000	58.250000	1.939840e+01
