2015	7	31	13	6
	865	425	216.250000	16.250000	1.518965e+01
	815	440	203.750000	20.000000	3.005179e+01
	997	479	249.250000	29.750000	1.529196e+01
	951	517	237.750000	39.250000	1.597020e+01
	689	526	172.250000	41.500000	1.664560e+01
	680	527	170.000000	41.750000	1.732150e+01
	950	538	237.500000	44.500000	1.923279e+01
	703	552	175.750000	48.000000	1.864921e+01
	961	552	240.250000	48.000000	1.512503e+01
	914	581	228.500000	55.250000	2.126940e+01
	897	586	224.250000	56.500000	2.299654e+01
	906	586	226.500000	56.500000	1.665339e+01
	902	587	225.500000	56.750000	3.736234e+01
