2015	6	22	15	21
	815	440	203.750000	20.000000	2.590964e+01
	818	440	204.500000	20.000000	1.898189e+01
	979	482	244.750000	30.500000	1.544329e+01
	961	498	240.250000	34.500000	1.595448e+01
	964	499	241.000000	34.750000	5.063167e+00
	945	520	236.250000	40.000000	1.724545e+01
	738	522	184.500000	40.500000	1.684821e+01
	944	522	236.000000	40.500000	1.845422e+01
	743	524	185.750000	41.000000	2.026490e+01
	746	525	186.500000	41.250000	1.714873e+01
	752	525	188.000000	41.250000	2.410301e+01
	848	532	212.000000	43.000000	1.768638e+01
	843	534	210.750000	43.500000	2.807197e+01
	825	551	206.250000	47.750000	1.929655e+01
	786	597	196.500000	59.250000	1.673190e+01
