2015	5	31	14	0
	972	421	243.000000	15.250000	8.020872e+01
	999	454	249.750000	23.500000	1.555993e+01
	870	455	217.500000	23.750000	2.325770e+01
	873	459	218.250000	24.750000	2.173629e+01
	878	463	219.500000	25.750000	2.225637e+01
	880	464	220.000000	26.000000	2.077311e+01
	884	467	221.000000	26.750000	1.844437e+01
	987	473	246.750000	28.250000	1.573933e+01
	906	490	226.500000	32.500000	1.619650e+01
	675	499	168.750000	34.750000	2.619805e+01
	899	513	224.750000	38.250000	3.560641e+01
	905	517	226.250000	39.250000	2.229913e+01
	891	594	222.750000	58.500000	1.993812e+01
	686	596	171.500000	59.000000	2.596172e+01
