2015	7	1	13	18
	805	476	201.250000	29.000000	1.669370e+01
	834	516	208.500000	39.000000	2.749275e+01
	833	518	208.250000	39.500000	3.297470e+01
	940	519	235.000000	39.750000	1.873956e+01
	834	523	208.500000	40.750000	2.319259e+01
	941	528	235.250000	42.000000	2.614021e+01
	943	531	235.750000	42.750000	1.637902e+01
	848	539	212.000000	44.750000	2.030945e+01
	738	556	184.500000	49.000000	1.788235e+01
	930	559	232.500000	49.750000	2.216205e+01
	856	571	214.000000	52.750000	2.091541e+01
	866	575	216.500000	53.750000	5.139139e+01
	856	586	214.000000	56.500000	1.665347e+01
